id,gen_size,gen_count,mut,cross,elitism,t_size,time,score,satisfied,n_var,n_clause
0,100,200,0.05,0.7,1,0.01,1.1353716850280762,0.967715875539405,0.9714285714285714,50,350
1,100,200,0.05,0.7,1,0.060000000000000005,0.8527157306671143,0.9629331364978424,0.9657142857142857,50,350
2,100,200,0.05,0.7,1,0.11000000000000001,0.848616361618042,0.9628377469906881,0.9657142857142857,50,350
3,100,200,0.05,0.7,1,0.16000000000000003,0.9030435085296631,0.9567910969793322,0.96,50,350
4,100,200,0.05,0.7,1,0.21000000000000002,0.9971108436584473,0.9679861458096752,0.9714285714285714,50,350
5,100,200,0.05,0.7,1,0.26,0.8381073474884033,0.9680417896888486,0.9714285714285714,50,350
6,100,200,0.05,0.7,1,0.31,0.8091568946838379,0.9647601181012945,0.9685714285714285,50,350
7,100,200,0.05,0.7,1,0.36,0.8391602039337158,0.9587532137179196,0.9628571428571429,50,350
8,100,200,0.05,0.7,1,0.41,0.9611897468566895,0.9696541449012037,0.9742857142857143,50,350
9,100,200,0.05,0.7,1,0.45999999999999996,0.8141164779663086,0.9681530774471951,0.9714285714285714,50,350
10,100,200,0.05,0.7,1,0.51,0.8025007247924805,0.9671991823756529,0.9714285714285714,50,350
11,100,200,0.05,0.7,1,0.56,0.8055820465087891,0.9696541449012037,0.9742857142857143,50,350
12,100,200,0.05,0.7,1,0.01,0.6769840717315674,0.9771801980198019,0.98,50,250
13,100,200,0.05,0.7,1,0.060000000000000005,0.6750996112823486,0.9735832343234323,0.976,50,250
14,100,200,0.05,0.7,1,0.11000000000000001,0.7071170806884766,0.9806616501650165,0.984,50,250
15,100,200,0.05,0.7,1,0.16000000000000003,0.823570728302002,0.9812722112211222,0.984,50,250
16,100,200,0.05,0.7,1,0.21000000000000002,0.7361211776733398,0.976676897689769,0.98,50,250
17,100,200,0.05,0.7,1,0.26,0.7076914310455322,0.9795725412541254,0.984,50,250
18,100,200,0.05,0.7,1,0.31,0.7173242568969727,0.9804718811881188,0.984,50,250
19,100,200,0.05,0.7,1,0.36,0.7490839958190918,0.9808844224422443,0.984,50,250
20,100,200,0.05,0.7,1,0.41,0.775223970413208,0.9805048844884489,0.984,50,250
21,100,200,0.05,0.7,1,0.45999999999999996,0.7462096214294434,0.9721063366336633,0.976,50,250
22,100,200,0.05,0.7,1,0.51,0.7987592220306396,0.9732284488448845,0.976,50,250
23,100,200,0.05,0.7,1,0.56,0.7650492191314697,0.9813464686468647,0.984,50,250
24,100,200,0.05,0.7,1,0.01,0.685420036315918,0.9889771332209106,0.992,50,250
25,100,200,0.05,0.7,1,0.060000000000000005,0.6834495067596436,0.9922373018549747,0.996,50,250
26,100,200,0.05,0.7,1,0.11000000000000001,0.6886093616485596,0.9742416863406408,0.976,50,250
27,100,200,0.05,0.7,1,0.16000000000000003,0.7030458450317383,0.9817485328836425,0.984,50,250
28,100,200,0.05,0.7,1,0.21000000000000002,0.7696120738983154,0.9736430354131534,0.976,50,250
29,100,200,0.05,0.7,1,0.26,0.7882084846496582,0.9872486340640809,0.992,50,250
30,100,200,0.05,0.7,1,0.31,0.8059771060943604,0.9806018212478921,0.984,50,250
31,100,200,0.05,0.7,1,0.36,0.7153663635253906,0.9768020236087689,0.98,50,250
32,100,200,0.05,0.7,1,0.41,0.724628210067749,0.9851604721753794,0.988,50,250
33,100,200,0.05,0.7,1,0.45999999999999996,0.7389862537384033,0.984359460370995,0.988,50,250
34,100,200,0.05,0.7,1,0.51,0.7463748455047607,0.9817485328836425,0.984,50,250
35,100,200,0.05,0.7,1,0.56,0.7440083026885986,0.9725131871838111,0.976,50,250
36,100,200,0.05,0.7,1,0.01,0.6320521831512451,0.996867469879518,1.0,50,200
37,100,200,0.05,0.7,1,0.060000000000000005,0.6563236713409424,0.992562402551382,0.995,50,200
38,100,200,0.05,0.7,1,0.11000000000000001,0.6511473655700684,0.9930514174344437,0.995,50,200
39,100,200,0.05,0.7,1,0.16000000000000003,0.6735403537750244,0.9927041459957476,0.995,50,200
40,100,200,0.05,0.7,1,0.21000000000000002,0.6746842861175537,0.9877824946846208,0.99,50,200
41,100,200,0.05,0.7,1,0.26,0.6847729682922363,0.9927183203401843,0.995,50,200
42,100,200,0.05,0.7,1,0.31,0.6839909553527832,0.9927254075124026,0.995,50,200
43,100,200,0.05,0.7,1,0.36,0.6922259330749512,0.9924844436569809,0.995,50,200
44,100,200,0.05,0.7,1,0.41,0.6994502544403076,0.9925836640680369,0.995,50,200
45,100,200,0.05,0.7,1,0.45999999999999996,0.7112283706665039,0.9926828844790928,0.995,50,200
46,100,200,0.05,0.7,1,0.51,0.7111899852752686,0.9924064847625798,0.995,50,200
47,100,200,0.05,0.7,1,0.56,0.7406911849975586,0.9923993975903614,0.995,50,200
48,100,200,0.05,0.7,1,0.01,0.6206545829772949,0.9973743435858965,1.0,50,150
49,100,200,0.05,0.7,1,0.060000000000000005,0.6186726093292236,0.9836567141785446,0.9866666666666667,50,150
50,100,200,0.05,0.7,1,0.11000000000000001,0.6187789440155029,0.9903917479369841,0.9933333333333333,50,150
51,100,200,0.05,0.7,1,0.16000000000000003,0.6391935348510742,0.9909768942235558,0.9933333333333333,50,150
52,100,200,0.05,0.7,1,0.21000000000000002,0.6342830657958984,0.991366991747937,0.9933333333333333,50,150
53,100,200,0.05,0.7,1,0.26,0.6570959091186523,0.9975543885971493,1.0,50,150
54,100,200,0.05,0.7,1,0.31,0.6918551921844482,0.9895890472618154,0.9933333333333333,50,150
55,100,200,0.05,0.7,1,0.36,0.7584316730499268,0.9972993248312078,1.0,50,150
56,100,200,0.05,0.7,1,0.41,0.6843633651733398,0.9958364591147787,1.0,50,150
57,100,200,0.05,0.7,1,0.45999999999999996,0.6753528118133545,0.9903617404351087,0.9933333333333333,50,150
58,100,200,0.05,0.7,1,0.51,0.6735615730285645,0.9968117029257314,1.0,50,150
59,100,200,0.05,0.7,1,0.56,0.7055635452270508,0.996271567891973,1.0,50,150
60,100,200,0.05,0.7,1,0.01,0.7186024188995361,0.9777554060928051,0.9815384615384616,50,325
61,100,200,0.05,0.7,1,0.060000000000000005,0.7158334255218506,0.9713471542417906,0.9753846153846154,50,325
62,100,200,0.05,0.7,1,0.11000000000000001,0.7327163219451904,0.9658867348668966,0.9692307692307692,50,325
63,100,200,0.05,0.7,1,0.16000000000000003,0.7721307277679443,0.9750839767139547,0.9784615384615385,50,325
64,100,200,0.05,0.7,1,0.21000000000000002,0.7565751075744629,0.9782917764087492,0.9815384615384616,50,325
65,100,200,0.05,0.7,1,0.26,0.7556979656219482,0.9770206522353473,0.9815384615384616,50,325
66,100,200,0.05,0.7,1,0.31,0.7597038745880127,0.9626201548635053,0.9661538461538461,50,325
67,100,200,0.05,0.7,1,0.36,0.7783799171447754,0.9709503871587635,0.9753846153846154,50,325
68,100,200,0.05,0.7,1,0.41,0.7824275493621826,0.9683230430113604,0.9723076923076923,50,325
69,100,200,0.05,0.7,1,0.45999999999999996,0.775965690612793,0.9735116034589951,0.9784615384615385,50,325
70,100,200,0.05,0.7,1,0.51,0.8329257965087891,0.9743786130107953,0.9784615384615385,50,325
71,100,200,0.05,0.7,1,0.56,0.8071286678314209,0.9659455151754932,0.9692307692307692,50,325
72,100,200,0.05,0.7,1,0.01,0.6901795864105225,0.9885154066985645,0.992,50,250
73,100,200,0.05,0.7,1,0.060000000000000005,0.6797115802764893,0.9885792025518341,0.992,50,250
74,100,200,0.05,0.7,1,0.11000000000000001,0.6920731067657471,0.992595023923445,0.996,50,250
75,100,200,0.05,0.7,1,0.16000000000000003,0.6825788021087646,0.9885792025518341,0.992,50,250
76,100,200,0.05,0.7,1,0.21000000000000002,0.6858623027801514,0.9904339393939394,0.996,50,250
77,100,200,0.05,0.7,1,0.26,0.7135188579559326,0.9809622328548645,0.984,50,250
78,100,200,0.05,0.7,1,0.31,0.7977049350738525,0.9883878149920254,0.992,50,250
79,100,200,0.05,0.7,1,0.36,0.7490735054016113,0.992595023923445,0.996,50,250
80,100,200,0.05,0.7,1,0.41,0.7500927448272705,0.9869045614035087,0.992,50,250
81,100,200,0.05,0.7,1,0.45999999999999996,0.7372250556945801,0.9890496969696969,0.992,50,250
82,100,200,0.05,0.7,1,0.51,0.7461793422698975,0.9854565231259969,0.988,50,250
83,100,200,0.05,0.7,1,0.56,0.7806215286254883,0.9808745135566188,0.984,50,250
84,100,200,0.05,0.7,1,0.01,0.7175414562225342,0.9634681237461725,0.9685714285714285,50,350
85,100,200,0.05,0.7,1,0.060000000000000005,0.7330105304718018,0.9668288459507972,0.9714285714285714,50,350
86,100,200,0.05,0.7,1,0.11000000000000001,0.742743968963623,0.9691548305353184,0.9742857142857143,50,350
87,100,200,0.05,0.7,1,0.16000000000000003,0.7364089488983154,0.9622951325097666,0.9657142857142857,50,350
88,100,200,0.05,0.7,1,0.21000000000000002,0.7546553611755371,0.9730698764649984,0.9771428571428571,50,350
89,100,200,0.05,0.7,1,0.26,0.7578997611999512,0.966466687783761,0.9714285714285714,50,350
90,100,200,0.05,0.7,1,0.31,0.7656209468841553,0.9670357934748179,0.9714285714285714,50,350
91,100,200,0.05,0.7,1,0.36,0.8250424861907959,0.968026185196917,0.9714285714285714,50,350
92,100,200,0.05,0.7,1,0.41,0.8027217388153076,0.9624872980677859,0.9657142857142857,50,350
93,100,200,0.05,0.7,1,0.45999999999999996,0.7901298999786377,0.9665775525287721,0.9714285714285714,50,350
94,100,200,0.05,0.7,1,0.51,0.8052170276641846,0.9669323197128076,0.9714285714285714,50,350
95,100,200,0.05,0.7,1,0.56,0.80938720703125,0.9622951325097666,0.9657142857142857,50,350
96,100,200,0.05,0.7,1,0.01,0.7349269390106201,0.9680287820287821,0.9714285714285714,50,350
97,100,200,0.05,0.7,1,0.060000000000000005,0.7547695636749268,0.9772679770679771,0.98,50,350
98,100,200,0.05,0.7,1,0.11000000000000001,0.7572758197784424,0.9772679770679771,0.98,50,350
99,100,200,0.05,0.7,1,0.16000000000000003,0.7659130096435547,0.9711521937521937,0.9742857142857143,50,350
100,100,200,0.05,0.7,1,0.21000000000000002,0.7924299240112305,0.9683236223236223,0.9714285714285714,50,350
101,100,200,0.05,0.7,1,0.26,0.7806439399719238,0.9661830115830116,0.9685714285714285,50,350
102,100,200,0.05,0.7,1,0.31,0.9740629196166992,0.9585602667602667,0.9628571428571429,50,350
103,100,200,0.05,0.7,1,0.36,0.8760881423950195,0.968896922896923,0.9714285714285714,50,350
104,100,200,0.05,0.7,1,0.41,0.855370044708252,0.9692163332163333,0.9714285714285714,50,350
105,100,200,0.05,0.7,1,0.45999999999999996,0.8190481662750244,0.9742592254592255,0.9771428571428571,50,350
106,100,200,0.05,0.7,1,0.51,0.8204314708709717,0.968954252954253,0.9714285714285714,50,350
107,100,200,0.05,0.7,1,0.56,0.8478376865386963,0.9671033111033112,0.9714285714285714,50,350
108,100,200,0.05,0.7,1,0.01,0.6605751514434814,0.9968485342019544,1.0,50,225
109,100,200,0.05,0.7,1,0.060000000000000005,0.6654877662658691,0.9931814332247556,0.9955555555555555,50,225
110,100,200,0.05,0.7,1,0.11000000000000001,0.6744215488433838,0.9921879478827361,0.9955555555555555,50,225
111,100,200,0.05,0.7,1,0.16000000000000003,0.6683449745178223,0.9967508143322475,1.0,50,225
112,100,200,0.05,0.7,1,0.21000000000000002,0.6789760589599609,0.9968485342019544,1.0,50,225
113,100,200,0.05,0.7,1,0.26,0.6873610019683838,0.9968485342019544,1.0,50,225
114,100,200,0.05,0.7,1,0.31,0.7035179138183594,0.9929615635179152,0.9955555555555555,50,225
115,100,200,0.05,0.7,1,0.36,0.7123644351959229,0.9825654723127036,0.9866666666666667,50,225
116,100,200,0.05,0.7,1,0.41,0.7119238376617432,0.9929615635179152,0.9955555555555555,50,225
117,100,200,0.05,0.7,1,0.45999999999999996,0.7294039726257324,0.9929697068403908,0.9955555555555555,50,225
118,100,200,0.05,0.7,1,0.51,0.7352275848388672,0.9880892508143323,0.9911111111111112,50,225
119,100,200,0.05,0.7,1,0.56,0.7402992248535156,0.9888058631921824,0.9911111111111112,50,225
120,100,200,0.05,0.7,1,0.01,0.7373290061950684,0.9708730538922156,0.9742857142857143,50,350
121,100,200,0.05,0.7,1,0.060000000000000005,0.7289652824401855,0.9734535500427716,0.9771428571428571,50,350
122,100,200,0.05,0.7,1,0.11000000000000001,0.9004936218261719,0.9727520958083832,0.9771428571428571,50,350
123,100,200,0.05,0.7,1,0.16000000000000003,0.7547600269317627,0.9764360992301112,0.98,50,350
124,100,200,0.05,0.7,1,0.21000000000000002,0.7842519283294678,0.968284003421728,0.9714285714285714,50,350
125,100,200,0.05,0.7,1,0.26,0.7658193111419678,0.9697353293413173,0.9742857142857143,50,350
126,100,200,0.05,0.7,1,0.31,0.782947301864624,0.9769151411462789,0.98,50,350
127,100,200,0.05,0.7,1,0.36,0.7899084091186523,0.9687630453378957,0.9714285714285714,50,350
128,100,200,0.05,0.7,1,0.41,0.792635440826416,0.9687630453378957,0.9714285714285714,50,350
129,100,200,0.05,0.7,1,0.45999999999999996,0.7990355491638184,0.9769151411462789,0.98,50,350
130,100,200,0.05,0.7,1,0.51,0.8043375015258789,0.9784263473053892,0.9828571428571429,50,350
131,100,200,0.05,0.7,1,0.56,0.8216261863708496,0.9764360992301112,0.98,50,350
132,100,200,0.05,0.7,1,0.01,0.6198525428771973,0.9970414201183432,1.0,50,175
