errH,tDC,tBB,tH,brutOK,n,tDW,err
0.013437576349865624,1942.5627989694476,182.01048879418522,0.08472207666440794,True,27,175.47188985294528,True
0.0,2092.2013921663165,309.885914515083,0.08470040251849645,True,27,242.04492408316582,True
0.0024064756070881644,2162.9768430721015,234.12625348040214,0.08523489865365125,True,27,206.3897785070973,True
0.0011325028312570782,1952.7467209845781,1623.9142438862473,0.08504058322994658,True,27,202.53428508294746,True
0.02494640420970571,2716.841218061745,599.2915579117835,0.0855770983368815,True,27,288.4646816237364,True
0.009865255052935515,2501.8236699979752,33.902317099273205,0.08504399226027524,True,27,239.3489114008844,True
0.0,2105.790125904605,99.87869043834507,0.08578375671488295,True,27,172.6040271376925,True
0.0,2567.164982901886,2274.682271061465,0.08573331864980678,True,27,250.83710654224788,True
0.0,2290.8912419807166,499.80008671991527,0.08545831783217409,True,27,172.0010930605765,True
0.0,1791.9090918730944,734.5765919890255,0.08540716067504484,True,27,185.32575693769525,True
0.0,2530.8616620022804,391.57026703469455,0.08582966259831164,True,27,245.16975830774754,True
0.008211143695014663,2095.838702050969,3594.176424201578,0.08437000759515308,True,27,305.8289897744544,True
0.0,1589.5176811609417,249.572108832321,0.08531922911228407,True,27,173.70593936980836,True
0.0020435967302452314,2053.297948790714,5903.905257117003,0.08513868609423317,True,27,215.7967850057916,True
0.0,3179.3371390085667,117.73566917205851,0.08548436644659264,True,27,384.16702785373974,True
0.017756604590731917,2095.9213918540627,2289.9670579936355,0.08526035242524184,True,27,205.82473668036982,True
0.005169561621174525,2800.6295098457485,273.76415762118995,0.08646613449869205,True,27,203.61863125193244,True
0.003932584269662922,1879.9952899571508,111.90351316540995,0.08378837582908474,True,27,180.05260830530182,True
0.011941724385001195,2709.6380311995745,1286.0067151486874,0.08309494175527413,True,27,270.3621194490956,True
0.011142061281337047,1367.7557189948857,1811.5611949469894,0.08451785326703631,True,27,216.23018572360957,True
0.0,1705.8276548050344,33.577834144428685,0.08491871223624388,True,27,163.62447367670634,True
0.0,2418.3207489550114,492.2556749661453,0.08486824926759719,True,27,189.21357654751495,True
0.011896591169068863,2247.148778056726,1076.4477800112218,0.08589637735615795,True,27,206.87410990164304,True
0.017035775127768313,2606.1598940286785,2069.5367800071836,0.0844924405263749,True,27,281.83481984888203,True
0.011662904439428141,2743.101086933166,780.8918039081618,0.08579395629595642,True,27,200.77880407916382,True
0.0,1962.1879649348557,513.7871347057322,0.0850721550087235,True,27,211.4365019158206,True
0.0,2042.99839399755,74.69159258868206,0.08669251308315958,True,27,164.5538307260722,True
0.0,1560.278516029939,226.84051550459117,0.0858053201128909,True,27,150.99486862891354,True
0.014116575591985429,3028.1413968186826,102.97082770349724,0.0856727716515522,True,27,349.44418268943474,True
0.004837929366231253,2271.178711904213,84.56536916653728,0.08526414582990124,True,27,198.30374693265185,True
0.00995575221238938,2178.2506050076336,514.5006607635878,0.08530928306196711,True,27,160.58606593869627,True
0.0,1943.5179450083524,276.2241711607203,0.08443305808859958,True,27,201.06366651210314,True
0.018042399639152006,1574.3530599866062,1290.4705291148275,0.08455326060366587,True,27,146.97544358889846,True
0.0011205737337516809,2066.4154500700533,342.8418589755893,0.08477158999788177,True,27,176.11007907960033,True
0.0,1655.4646231234074,565.7104993394265,0.08504849924458135,True,27,170.83257149040168,True
0.0,2168.8888780772686,2238.670831080526,0.08499080786068032,True,27,290.8999203937128,True
0.024453941120607788,1606.4720209687948,14956.788836047053,0.08448396583426393,True,27,186.4945817595491,True
0.01,1835.3782058693469,324.69210781467456,0.08524145149074547,True,27,154.08769487112295,True
0.002094484524086572,2078.724820865318,467.0480589848012,0.08496625187144212,True,27,215.3935422697528,True
0.010493985154850269,2177.6612428948283,1413.629372837022,0.08561714145083665,True,27,206.46487343280265,True
