errH,tDC,tBB,tH,brutOK,n,tDW,err
0.0,2165.8266871236265,574.2915026688328,0.08381325595183574,True,27,193.4954034901845,True
0.0,1805.558075895533,326.67518723756075,0.08527236072752721,True,27,160.95008274229863,True
0.005372217958557176,1648.86318705976,32.1659123786076,0.08623428512027706,True,27,145.68783293361776,True
0.006056201550387597,1624.5411760173738,1909.114076057449,0.08462938606549543,True,27,191.768079996109,True
0.0019538882375928096,1912.1649430599064,378.2450678215052,0.08516095584597286,True,27,147.0578083099099,True
0.02407628128724672,1827.7132499497384,137.8008712490555,0.08607960801478201,True,27,188.21133354392188,True
0.0,1747.6829539518803,484.22229051357135,0.08416148311616836,True,27,158.7567839305848,True
0.0,1499.5546599384397,41.8318740225264,0.08526815339368203,True,27,143.5320742893964,True
0.0012913223140495868,2078.333699144423,763.2848405046389,0.0848609281309118,True,27,279.2424303770531,True
0.0008426966292134832,2050.2262499649078,2592.6775240805,0.08494125821046818,True,27,223.78742690621453,True
0.0,1942.931256024167,1563.425363972783,0.08517400996915463,True,27,179.9373990103889,True
0.0036942969291156777,1854.5394300017506,4391.013367800042,0.0846026780126609,True,27,197.44497134039798,True
0.0017486338797814208,1650.1500529702753,419.9500295217149,0.0862537226234404,True,27,212.878731650893,True
0.0010618529333687285,2303.8364560343325,2968.954670941457,0.08361471407452596,True,27,301.2584396346938,True
0.0,2373.4737338963896,402.9440682497807,0.0853852036287742,True,27,256.76710355199043,True
0.011481563258997572,2024.2023929022253,1754.3373331427574,0.08721881120335012,True,27,242.24626959767193,True
0.0,2336.545141180977,1577.0863841753453,0.0845087389802464,True,27,305.0888287543785,True
0.0,2220.4489789437503,1681.404402013868,0.08311106838095281,True,27,274.56628820962374,True
0.00047607712449416806,1962.087944848463,97.47050285805017,0.08444099141113237,True,27,186.79333530151501,True
0.0,2017.7379839587957,3120.9395229816437,0.084444754907567,True,27,256.5108705570714,True
0.007966951903216288,1536.9915501214564,365.5252478085458,0.08544466759212774,True,27,217.8707869977436,True
0.012968639471822684,2046.4119741227478,728.9873119443655,0.08503561691863695,True,27,223.59378180805257,True
0.0002121790791427965,2684.2122038360685,584.7824059892446,0.08527014133234836,True,27,220.5642602533441,True
0.006227544910179641,1893.2807119563222,559.2190675088204,0.08533969001707903,True,27,163.64184093351167,True
0.0024189646831156266,1666.721774963662,1566.695811925456,0.08598963694858686,True,27,205.31707817766195,True
0.0025011368804001817,1916.1441968753934,1504.6240340452641,0.08532003455014443,True,27,197.9525709951607,True
0.0,2147.4754048977047,4151.709164027125,0.08458763773431192,True,27,185.7133757752868,True
0.0,1612.579989945516,155.91096846302125,0.08570098416344889,True,27,160.99138221082586,True
0.009455088330430456,2486.8891169317067,324.8419697629288,0.08432784809429096,True,27,273.3394965632922,True
0.004842615012106538,2332.678416976705,1846.2207191623747,0.08424064850365698,True,27,226.66958827440712,True
0.01092896174863388,2038.569075986743,1016.2645045202225,0.08513141509585155,True,27,233.39881859719753,True
0.0,1795.821561012417,1460.1868619211018,0.08387083355305479,True,27,180.69843516255227,True
0.01869508319312021,2276.5616411343217,337.1772430371493,0.08540611662878965,True,27,156.359084478269,True
0.024800517576018977,1741.2728199269623,1369.719685986638,0.08574676707243602,True,27,152.8833370684879,True
0.0,1798.2692250516266,428.80359751870856,0.08592919139290536,True,27,160.79981274281937,True
0.0,2086.3109149504453,724.279714981094,0.08386003876549711,True,27,250.73118246574367,True
0.0,2280.764790950343,245.1340111826236,0.08471022200153352,True,27,227.91766417636114,True
0.0,2282.928697997704,6438.870211131871,0.08496666574000084,True,27,187.3842583825955,True
0.0,2085.0583449937403,117.85688683287138,0.08433360049868213,True,27,203.88787816045806,True
0.0,1651.7758548725396,1371.9029380008578,0.08675880568536189,True,27,158.19359039887786,True
0.013565891472868217,2421.299180947244,57.940580859957706,0.08522896753868238,True,27,185.28269229528422,True
0.0002206531332744925,1910.2038671262562,1578.8112170994282,0.08431929962175541,True,27,213.3296545467932,True
0.023846877941637906,1553.1327829230577,1604.4650680851191,0.0850826588524947,True,27,191.3058625247616,True
0.0,1792.0445061754435,70.08530493629605,0.08439650294637743,True,27,184.12979332228693,True
0.0,2264.0537470579147,971.4438444934785,0.08619333176803579,True,27,201.01024800290665,True
0.0,2246.9349070452154,87.54660420756984,0.0856384244053443,True,27,190.0476564008456,True
0.0,1654.1640169452876,195.40039512018362,0.08496283511716685,True,27,160.16748653103906,True
0.002442002442002442,2032.2206739801913,2401.031980989501,0.08459373326068886,True,27,228.12837020028383,True
0.00043840420868040335,2429.399444023147,130.01587227918208,0.08515818872249306,True,27,213.9237599913031,True
0.0,2157.12638781406,3149.708507815376,0.08450275603569132,True,27,239.59893628489226,True
0.004166666666666667,2598.3010882046074,3305.7928630150855,0.08423614668285934,True,27,277.8105577745009,True
0.012429378531073447,1728.3516160678118,576.1427435209043,0.08552369426118522,True,27,156.88892893182734,True
0.0,2402.3914779536426,1288.9789850451052,0.08619117746341762,True,27,211.98398171162063,True
0.011152416356877323,1975.6018228363246,801.003813976422,0.08550033724850446,True,27,190.43321869909192,True
0.004789781798829164,2870.57854491286,3320.9671650547534,0.08398049035030296,True,27,309.1744830016978,True
0.005324298160696999,2320.4016250092536,1810.1631700992584,0.08433582834612102,True,27,260.90943901282213,True
0.0,2079.6250489074737,2158.2248939666897,0.08471863761517155,True,27,204.62542409465337,True
0.0,2429.8670219723135,166.75931697578304,0.08467698079839932,True,27,189.1803794647925,True
0.006443914081145584,1785.3371270466596,1311.1166290473193,0.08511832532659372,True,27,205.60641241415092,True
0.0006364022061943148,2457.9133631195873,732.3076240718365,0.08599183835577927,True,27,259.9553622357134,True
