tH,err,n,tDW,tDC,brutOK,tBB,errH
0.08434642209686045,True,27,265.86685065800947,494.5695125963539,True,276.46051470323334,0.007029876977152899
0.08462497037033177,True,27,187.0762101517847,291.8216551479418,True,169.66452955437654,0.006134969325153374
0.0845402957157556,True,27,157.2173046103368,321.8605675668056,True,172.922849887982,0.0
0.08394227837217975,True,27,201.00523548899218,442.80546260997653,True,98.99214087054133,0.0
0.08477699093045328,True,27,254.55168456149596,503.68529750267044,True,39.04837753313283,0.0
0.08551621490322305,True,27,166.8213855009526,280.33918101573363,True,46.51719249012147,0.008695652173913044
0.08526346722112788,True,27,152.63220212364104,386.6877938077475,True,366.8600758149599,0.0071301247771836
0.0853453582220854,True,27,177.07527171088648,418.4813681989908,True,14.367330666245506,0.0048
0.08514402528476858,True,27,209.3912843530151,398.48010199299705,True,1251.9915660377592,0.0
0.08565145148584088,True,27,259.21046568287744,637.7431723133972,True,225.85201267308244,0.0
0.08584643369303388,True,27,234.31432018987834,457.75718237273395,True,117.9953048704192,0.003663003663003663
0.08385054640829995,True,27,285.94151986180805,552.2104754927568,True,1857.847549021244,0.0
0.08527598028407696,True,27,201.43674700132883,397.3454930043469,True,29.124005722436817,0.0
0.08514796314283506,True,27,293.81375201046467,429.9922097939998,True,707.2473700391129,0.0
0.08501353992742905,True,27,257.5542797955374,458.50920220836997,True,449.4698945200071,0.0
0.08477109118533992,True,27,275.26853290489976,544.2621922120452,True,578.7499469394485,0.0065252854812398045
0.08487473247678022,True,27,298.4644134994596,632.7381593485674,True,21.109352000057697,0.0
0.08484251522463572,True,27,213.7644609902054,473.4112351667136,True,33.36709026748744,0.0
0.08446730438340036,True,27,308.54634774732403,506.5454069990665,True,25.31753603199666,0.0
0.08416992433983381,True,27,346.5540639923087,555.5735469679348,True,796.9325594604015,0.0
0.08418835874362732,True,27,262.302773564847,386.2300504697487,True,806.6052874783054,0.02680067001675042
0.08462681594147645,True,27,300.37648824509233,503.14499699743465,True,1358.2418139558285,0.0
0.08499674787490073,True,27,242.5961636006832,637.7728656710436,True,132.00439545991165,0.004103967168262654
0.08393853317095262,True,27,311.1514567572158,520.4330519773066,True,184.90897367397943,0.0
0.08553549743794757,True,27,206.5156193372483,403.2234188246851,True,502.2880859905854,0.028119507908611598
0.08501091030869672,True,27,229.08814901020378,453.8095732219517,True,179.80279599909076,0.0046439628482972135
0.08646320647042229,True,27,209.41756799055094,655.751820653677,True,753.5411850549281,0.0
0.08464736083246746,True,27,202.70903901352236,426.08636301010847,True,211.9965256890282,0.0018050541516245488
0.08493363962254155,True,27,238.93013959750533,422.82296218909323,True,178.16451215185225,0.006085192697768763
0.08467968478440314,True,27,333.50699371658266,524.394715030212,True,57.81029413679037,0.0
0.08452539756768637,True,27,310.0944217585493,601.9292529672384,True,118.73898433987051,0.0
0.0852851252367686,True,27,213.44346337189728,362.14054802743095,True,711.7904289625585,0.004724409448818898
0.08508181107964073,True,27,163.33586925951144,389.76279052440077,True,46.82872759656528,0.007079646017699115
0.08560020465644776,True,27,155.10863512463402,282.0262673776597,True,87.45759309650484,0.0
0.08557047630604786,True,27,229.5407315948978,437.7018236089498,True,392.5781234866008,0.005008347245409015
0.08575116246112922,True,27,309.2607761209365,641.9408920531472,True,39.564130116357575,0.01889763779527559
0.0844331100248192,True,27,209.94188645007935,415.64018884673715,True,597.179656693091,0.008534850640113799
0.08404028863289548,True,27,237.16543880291283,559.1579447500408,True,147.63634901360743,0.0
0.08402671272524945,True,27,274.12297912976805,378.7433518640076,True,355.1253069890663,0.012987012987012988
0.08521075738501548,True,27,212.9098789089105,378.6842563422397,True,496.1053304723464,0.0035026269702276708
0.08480707899332374,True,27,283.1545777444262,634.0458722940335,True,150.4854481253359,0.0
0.08506248114924508,True,27,191.37818892844592,407.1300110081211,True,60.56161700481815,0.019178082191780823
0.08540994817139802,True,27,184.45241093062435,376.77250732667744,True,186.5658977238292,0.016272189349112426
0.08501968709736193,True,27,232.22228840459138,450.3161982167512,True,127.52638451638632,0.010169491525423728
0.08533211085311118,True,27,281.8059092387557,525.8898272295482,True,311.5832854062319,0.0018181818181818182
0.08438640506063995,True,27,213.0364544520324,470.2067221980542,True,42.51399619970471,0.0
0.08419486272850125,True,27,212.49770045026457,374.3863976560533,True,1270.326426019892,0.009328358208955223
0.08533798048251476,True,27,197.62943991615126,492.58636562153697,True,232.26536600850523,0.008620689655172414
0.08517220653295295,True,27,301.6578138631303,537.3613929841667,True,73.73358769557224,0.0
0.08151257920828171,True,27,341.4988061413169,529.7493137186393,True,2398.5680849291384,0.0034782608695652175
0.08506802843689204,True,27,450.1591737847775,807.2157423011959,True,181.53357999399304,0.0
0.08496898222391604,True,27,239.44441399071366,425.17777481116354,True,177.04297425613427,0.015985790408525755
0.08397411351631454,True,27,306.07371000223793,520.9492840222083,True,45.39914143138698,0.0
0.08468278354150884,True,27,258.86493522880806,465.87884477339685,True,39.26002543552646,0.0
0.08600468106527054,True,27,269.2928558939861,583.109823463019,True,52.557728718966246,0.0
0.085359394262976,True,27,284.9858058616519,623.7091129878536,True,150.95082987681963,0.015514809590973202
0.08481906397325664,True,27,278.78313849214464,641.39927434735,True,40.4897468191955,0.0
0.08598882250391711,True,27,216.59358199262482,557.5399829540402,True,694.9784383177757,0.0015151515151515152
0.08558375912901656,True,27,204.819650175826,331.86895729574775,True,242.60378698818386,0.0
0.08515738622938342,True,27,260.51664665444855,518.4044069610536,True,302.8280804865062,0.0031746031746031746
0.08561848510653224,True,27,235.37471068557352,534.0947099612094,True,199.39951051492244,0.022988505747126436
0.08472213987116997,True,27,230.98648940213025,486.75277964212,True,37.42574133017721,0.0
0.08501119707585307,True,27,282.49248676002026,574.7284130193293,True,49.47607374102201,0.0
0.08514699494885039,True,27,186.24443969187828,357.74561918030184,True,249.14178063045256,0.02127659574468085
0.08486298048320318,True,27,318.84029168369517,637.0084950079521,True,204.8724088429784,0.015
0.08536372080434335,True,27,290.83740088390186,609.4139789929613,True,218.06734253186733,0.0
0.0865769466052796,True,27,216.9151492840187,439.0872803982347,True,87.42782560487589,0.016591251885369532
0.08573816360026888,True,27,291.13679414149374,589.9680785369128,True,828.81467952393,0.017054263565891473
0.08476273854530879,True,27,224.38403936526316,575.0777342473157,True,476.1124217766337,0.0
0.08323049625717252,True,27,179.301105457573,295.98167838412337,True,168.92528680618852,0.0
0.08515377878181271,True,27,207.7356575949428,487.7641127910465,True,90.46546476619208,0.0
0.08445589511876923,True,27,233.9760656002909,379.03601047582924,True,40.93078471487388,0.0
0.08539634852399261,True,27,178.76073114502316,352.11128255884563,True,54.207443612657734,0.010852713178294573
0.0840706386058465,True,27,184.74241999837642,325.5687142788832,True,164.60855963470584,0.005084745762711864
0.08569977125087895,True,27,250.21600666352444,675.6014226314923,True,46.76146283255596,0.009630818619582664
0.08538710334674092,True,27,227.47559971176088,502.01690127141774,True,146.70010516420007,0.0
0.08348896449592413,True,27,269.9338530914651,592.0076019829139,True,311.7401599884033,0.0
0.0859341279179036,True,27,265.631689534833,514.8887117393315,True,68.91745740547776,0.0030303030303030303
0.08382892790089551,True,27,290.6313762359787,582.7513277181424,True,217.5756219852095,0.01564945226917058
0.08369138185332613,True,27,357.4882868366937,514.8366819485091,True,1309.3749380204827,0.0
0.08457745624354633,True,27,265.2661890929772,434.5897214021534,True,65.76680610629006,0.0
0.085523221591564,True,27,255.9228052333411,631.1796073180934,True,51.392341173985706,0.0
0.08453196158132822,True,27,331.64191342491125,580.882110982202,True,469.1380489772807,0.0
0.08398317675488712,True,27,244.10188449546695,473.77163036726415,True,466.2452994962223,0.017761989342806393
0.08548154564276872,True,27,263.49805667996407,550.2584605128504,True,51.73087814966074,0.016051364365971106
0.08476670326407702,True,27,302.13538187672384,405.76301883750904,True,298.8823062274605,0.00984251968503937
0.08474884284271676,True,27,248.01655299961567,422.5929132197052,True,892.0713394181803,0.0
0.0856785641906326,True,27,212.79024991037494,459.0436669997871,True,218.9979340053267,0.0
0.08563282870166405,True,27,247.6100736996159,716.0799463745207,True,53.79619863570521,0.0
0.08603499826207038,True,27,238.92028061673045,591.4022542419843,True,173.11640486254223,0.003367003367003367
0.08350329157644697,True,27,270.9666402079165,513.124116230756,True,52.84393388622751,0.0
0.08408025175671566,True,27,299.82067647506483,487.402963405475,True,189.0245821393494,0.0
0.08533015619407983,True,27,191.59973031268095,439.479866810143,True,26.141255620965048,0.0
0.08464738147753798,True,27,160.18768094169596,415.5449415169035,True,54.175587238844585,0.0
0.08447187264355109,True,27,158.7896490780016,313.01010928915014,True,124.99605167087996,0.005597014925373134
0.08360014617072702,True,27,353.1786619818636,625.0296837533824,True,1303.103922167793,0.0
0.0849413134215675,True,27,206.40372267613807,353.87622827797065,True,1275.5290081258863,0.0
0.08501086323912166,True,27,226.29407444037497,431.2485076021403,True,460.8069976481299,0.0
0.0853572430740948,True,27,301.0111952316947,541.602912300732,True,28.69893376930402,0.001976284584980237
0.0851672955570178,True,27,231.3883702037856,463.975534401834,True,187.1806268269817,0.00196078431372549
