tFPTASeps0.4,tFPTASeps0.5,tFPTASeps0.1,n,tFPTASeps0.2,tFPTASeps0.95,errFPTASeps0.7,errH,errFPTASeps0.05,tBB,errFPTASeps0.6,errFPTASeps0.01,tFPTASeps0.8,err,tFPTASeps0.6,tFPTASeps0.05,errFPTASeps0.3,tFPTASeps0.7,tH,errFPTASeps0.2,errFPTASeps0.1,brutOK,tB,tFPTASeps0.99,errFPTASeps0.95,tFPTASeps0.3,errFPTASeps0.99,errFPTASeps0.5,tFPTASeps0.01,errFPTASeps0.4,tDW,errFPTASeps0.9,tDC,errFPTASeps0.8,tFPTASeps0.9
0.13546544949441136,0.1176484092795877,0.1379793994421006,4,0.1354723449410082,0.11779889832276716,0.0,0.0,0.0,0.037547446707361425,0.0,0.0,0.13317555655994606,True,0.13322276123887272,0.13839681731890535,0.0,0.13431773754151116,0.021316567677332334,0.0,0.0,True,0.0545931768554785,0.11792975542240042,0.0,0.1351904018368261,0.0,0.0,0.145315599541941,0.0,0.11252540748123642,0.0,0.13133844634379446,0.0,0.11701002132874974
0.1271386183253956,0.12739457116690983,0.13031265470483822,4,0.12961576730155716,0.12049227817191366,0.0,0.0,0.0,0.04440208272781963,0.0,0.0,0.12793550096733342,True,0.12770283076813124,0.13127947909897192,0.0,0.1279350805810893,0.020487763665958256,0.0,0.0,True,0.05408338011187432,0.11995084644498866,0.0,0.1278752417141362,0.0,0.0,0.13589667478968828,0.0,0.10746469035759833,0.0,0.124657625778252,0.0,0.12786208661794377
0.11377196758443182,0.11413002894006292,0.11516935246421604,4,0.11542733880705919,0.11435489332423174,0.0,0.11224489795918367,0.0,0.03524369080342256,0.0,0.0,0.11420263735096159,True,0.11392329985951487,0.1166733520723505,0.0,0.11399521358444134,0.02045143697546483,0.0,0.0,True,0.05396008832504488,0.11398637855749964,0.0,0.11542087216523901,0.0,0.0,0.12114900942958187,0.0,0.09896672480557572,0.0,0.1122088953261574,0.0,0.11455429970839134
0.14610699517013123,0.14522156963395763,0.16003803073151693,4,0.15817045606016794,0.1575715432600504,0.0,0.0,0.0,0.022699674359313388,0.0,0.0,0.14577501500750953,True,0.14506582229750195,0.16082062178239884,0.0,0.14586699340881798,0.021285907152507878,0.0,0.0,True,0.055139347545272235,0.15670533488251356,0.0,0.15860482931620198,0.0,0.0,0.16411752262377372,0.0,0.13211286522981594,0.0,0.1532047661838397,0.0,0.14603845865316945
0.09580873158537576,0.09560073133121837,0.10530982988474206,4,0.09727105888720881,0.09557328983573622,0.0,0.0,0.0,0.05074444379474649,0.0,0.0,0.08276562905715355,True,0.08272438569339204,0.10599940677811877,0.0,0.0958183984188439,0.01971665848734965,0.0,0.0,True,0.054071336825470245,0.0958830929802161,0.0,0.09717561836030163,0.0,0.0,0.11086664349774591,0.0,0.08708474628709101,0.0,0.10075875741273704,0.0,0.0823589720351716
0.17300215714984127,0.17022155424568486,0.17615218519954243,4,0.17305668321388512,0.17089104248128065,0.0,0.0,0.0,0.022431055383074827,0.0,0.0,0.17163065608723937,True,0.17067929245245952,0.1744799069843316,0.0,0.17092370447686564,0.02194155857661722,0.0,0.0,True,0.05507898868367423,0.17109708510460267,0.0,0.1729716588450587,0.0,0.0,0.17960495080246036,0.0,0.14432972440694677,0.0,0.1663355202419675,0.0,0.1597528814758324
0.1491416043206397,0.14910528750984361,0.15304694206962308,4,0.14831348380278367,0.14334270178926087,0.0,0.0,0.0,0.04389744801656244,0.0,0.0,0.14603758501053643,True,0.14688749042727345,0.15294891546988806,0.0,0.14605459908480067,0.021205450349325677,0.0,0.0,True,0.054592990544132275,0.14783613959607186,0.11463414634146342,0.1522292754120664,0.11463414634146342,0.0,0.16067981741427845,0.0,0.12513746489966865,0.0,0.14634954335258188,0.0,0.14571462060871912
0.15073446377561558,0.12649394108360665,0.15352870863240764,4,0.15389765149355036,0.15094244163275827,0.0,0.0,0.0,0.022561538391642717,0.0,0.0,0.151596614009919,True,0.15091203773441358,0.15528282882373937,0.0,0.12606718674649778,0.021620357671313293,0.0,0.0,True,0.05472032196817856,0.12618173597332957,0.0,0.15167889594549783,0.0,0.0,0.16036158441050763,0.0,0.12628503707616867,0.0,0.14545952568534332,0.0,0.15155010395882587
0.09768329480783834,0.0975585390627173,0.106684589089226,4,0.10436523537442281,0.10215257007231758,0.04680851063829787,0.04680851063829787,0.0,0.045718895401355826,0.04680851063829787,0.0,0.09321490014516438,True,0.097196614949084,0.1075901348969967,0.0,0.09697278882250654,0.019692562314837934,0.0,0.0,True,0.05408773481628539,0.09329750080168857,0.04680851063829787,0.09765849028369314,0.0,0.0,0.1169648102104662,0.0,0.0866885110684205,0.04680851063829787,0.10273518417489459,0.0,0.09664591816015956
0.11521498114042349,0.12329628992211597,0.1258943327289782,4,0.12561211184358292,0.12310017409829148,0.0,0.0,0.0,0.04838833464865012,0.0,0.0,0.11562386636117164,True,0.11562430761950024,0.12656570857046723,0.0,0.11564067579387219,0.020605227686040384,0.0,0.0,True,0.05408623908096124,0.12277795624158366,0.20089285714285715,0.11741808795820535,0.20089285714285715,0.0,0.133215129435033,0.0,0.10087118065687262,0.0,0.12026159029616014,0.0,0.11558528690307837
