tH,errH,tBB,err,n,tDC,brutOK,tDW
0.08098362295034033,0.0,1855.566126992926,True,27,582.4920941377059,True,317.8742454076807
0.08025574200083342,0.0,716.6671709856018,True,27,413.046687162326,True,260.97754210135656
0.07999380036187512,0.0038684719535783366,785.8835257356986,True,27,462.4299569055438,True,336.8166289292276
0.08039560978719018,0.0,1360.7987300492823,True,27,664.9189694185874,True,452.01355017806316
0.08064969075162623,0.002070393374741201,2715.2462620288134,True,27,547.2485145502206,True,342.84475771710277
0.08187435205894984,0.0,1302.5793690467253,True,27,716.8885411617035,True,408.7030815038209
0.08027172164452162,0.0,211.1822617173727,True,27,494.2228579893708,True,223.98148195564067
0.08074783907339125,0.0019083969465648854,2536.239764187485,True,27,546.7349473231783,True,395.24555891208973
0.08000919093844525,0.0,2765.0299340020865,True,27,395.12575534172356,True,277.9301702291431
0.08043105566712005,0.0,287.6589326187968,True,27,407.79464567701024,True,279.7884752371294
0.07910000002141877,0.0,473.45360182225704,True,27,484.12672688718885,True,372.95709976639887
0.08031927712178906,0.0,3004.494020016864,True,27,460.82173860631883,True,335.0418057192915
0.08054329047101316,0.0,258.5562495980412,True,27,375.59693507277046,True,266.33355043466304
0.08156257562865045,0.009501187648456057,639.09465278266,True,27,498.1852648081258,True,401.3486446541113
0.07982484566126305,0.0,5187.345142010599,True,27,517.4484384349652,True,372.63316369185657
0.08035256578774173,0.005136986301369863,878.6079902783968,True,27,533.6848955549714,True,291.77853975938086
0.08100442447338083,0.005714285714285714,5896.561329020187,True,27,518.3988454648189,True,378.21042539480214
0.08054008253554276,0.0,3369.2695249337703,True,27,593.3872315217741,True,383.1311906150614
0.08144343405706922,0.01903114186851211,6377.641045954078,True,27,747.4712361581624,True,422.7808188139038
0.0806180414270586,0.01020408163265306,320.0064433622174,True,27,477.0902148913592,True,325.3690386656672
0.08021359555140492,0.0,361.37789787931575,True,27,351.18994815275073,True,207.73932200087154
0.0803210064661068,0.0,5892.031487077475,True,27,577.7903696289286,True,293.46491186879575
0.0800777446861259,0.0,1182.0324186701328,True,27,448.8465895622291,True,311.00142733193934
0.08027006071628319,0.0071174377224199285,763.8605339452624,True,27,589.983153011417,True,357.78155107982457
0.08196984530557554,0.0,396.07691378332675,True,27,499.9994934381296,True,316.9887320759396
0.07874742405985774,0.005940594059405941,4027.6855430565774,True,27,588.4488415031228,True,390.24652950077626
0.08069293247116754,0.003976143141153081,517.1293408299485,True,27,541.1657134536654,True,282.7045339543153
0.08143024203861765,0.003745318352059925,955.1632030052133,True,27,424.864194906232,True,232.8323711907225
0.08026245151670797,0.008960573476702509,623.5093000577763,True,27,423.6910507421602,True,237.7540715970099
0.08059483308661163,0.004056795131845842,451.2801473902073,True,27,482.00768311508,True,289.40938147442307
0.07954902631334988,0.005952380952380952,1125.200023020928,True,27,505.151147980036,True,296.5785785636399
0.08043289458421087,0.0,777.8087689657696,True,27,433.4369387308305,True,267.9722075635154
0.08030995822616976,0.0,6502.015175065026,True,27,668.4672926951732,True,507.24603745362
0.08057360333360467,0.0,138.1045644735231,True,27,431.918089362708,True,287.05775970593095
0.08086583135152232,0.0034542314335060447,2109.0834460919723,True,27,379.19350421557635,True,281.30083123002856
0.0804726509683066,0.021526418786692758,4194.98515012674,True,27,654.1537951478468,True,462.52627298235893
0.08089618217012692,0.0,756.0512513543168,True,27,515.1605329786738,True,310.15595118515193
0.0801360082309067,0.010548523206751054,588.5818527312949,True,27,432.84424354152924,True,302.809882996371
0.08017845717876498,0.0024330900243309003,420.2635508030653,True,27,463.7902348069474,True,322.98055420008797
0.08034515451042597,0.0,5188.9276809524745,True,27,386.23176866288605,True,279.42903123467283
0.08065768317959428,0.0,2505.1130480132997,True,27,534.024397454535,True,279.1776420712909
0.08141456932889156,0.0,1270.073658437468,True,27,686.5963615876224,True,367.4330603725349
0.08037562844899113,0.01601423487544484,2833.323396043852,True,27,563.9923734997865,True,399.69810942420736
0.08091998387495111,0.0069084628670120895,2764.7420919965953,True,27,483.28598430380225,True,291.9865243602544
0.07937979460985516,0.0036900369003690036,3283.5812100674957,True,27,469.0501597011462,True,366.3271956969626
0.08016726001858447,0.007259528130671506,1618.8185554929078,True,27,548.8226973296454,True,346.68683172536214
0.08139992609767023,0.0,410.95117351505905,True,27,437.15424708683383,True,253.19179584958445
0.08060169944344138,0.0,1716.1383460042998,True,27,652.138818288222,True,445.56258199736476
0.07986049448577094,0.0,949.6843076000611,True,27,526.8743736669421,True,339.170439434903
0.0809733028447845,0.012345679012345678,3012.1928812004626,True,27,412.23992141506943,True,284.4964311841656
0.08044760649931279,0.008680555555555556,11057.393012102693,True,27,609.1476467554457,True,355.5228062073833
0.07968932939647694,0.011655011655011656,2046.5124264592305,True,27,383.39883640098077,True,260.3683927292494
0.08000328986389343,0.0019880715705765406,2861.155196093023,True,27,740.8353994833305,True,543.9986688757522
0.0812358427770083,0.007434944237918215,9015.63539984636,True,27,431.6243906293742,True,311.8842516094446
0.08114058473162024,0.0,1342.8923359606415,True,27,521.2614541200714,True,418.21984227069396
0.08020874059517645,0.0,1098.1519030562292,True,27,509.01516633004775,True,304.8638232430676
0.08101117474699744,0.0,320.5136669954906,True,27,538.41187678174,True,342.2086061410872
