tH,errH,tBB,err,n,tDC,brutOK,tDW
0.08141444051882324,0.0,3543.097135145217,True,27,645.699785989044,True,449.9734317333522
0.08051101856410438,0.012072434607645875,4426.658482989296,True,27,420.5916511656886,True,314.98396727256477
0.08069087349180401,0.0,882.4164479350051,True,27,506.14885778890715,True,285.9110322315246
0.08053483709283363,0.004424778761061947,101.4357391883292,True,27,441.0172815392302,True,243.92329499823973
0.08107254776055353,0.008992805755395683,319.2589056212455,True,27,609.6661837364081,True,378.9724990761337
0.07972116006675764,0.0019193857965451055,1154.6038883582999,True,27,481.47841070313007,True,293.40616210966425
0.08038941830613847,0.00784313725490196,1061.6149216269453,True,27,603.2211007550359,True,391.7992577577631
0.08218822027215225,0.0,2872.614656109363,True,27,475.2669931156561,True,258.96905437356935
0.07988637410828447,0.002380952380952381,3574.4939430151135,True,27,518.8548666580269,True,512.0425156524611
0.08113030528214986,0.009541984732824428,531.1090294271708,True,27,446.4794250035828,True,265.9356255058406
0.0813838041802164,0.004219409282700422,304.4909868389368,True,27,693.2062531289246,True,488.0466786213219
0.08065832248109149,0.0,3523.0696038343012,True,27,560.4497176245786,True,404.29835617154214
0.08172421874447788,0.0036101083032490976,932.1932192736616,True,27,703.0358578610633,True,388.3290794134761
0.08163780947824656,0.002,866.8161236370603,True,27,511.06421144989633,True,312.7831425983459
0.08054384080353975,0.0019723865877712033,15863.969915080816,True,27,731.6086071853837,True,505.4303078860458
0.0810826032629934,0.00718132854578097,1068.2397266694654,True,27,473.8265805179253,True,289.44667000049617
0.0806185441890057,0.0,504.9673041129219,True,27,459.23192009795457,True,288.1744248819921
0.07995986429948701,0.006198347107438017,2755.444136913866,True,27,465.0904664071277,True,340.30736721719484
0.08073966590388022,0.0,1258.5698426701128,True,27,557.8832468891051,True,346.2987301338996
0.08047769542057934,0.0,1327.4101369315758,True,27,990.5239896383137,True,571.3610323728062
0.0807339597095395,0.003484320557491289,3538.8842499814928,True,27,687.8550311417451,True,308.6968361894833
0.08150191752854984,0.0,152.3641346850329,True,27,641.1905456999583,True,355.9991072896602
0.0812337927438496,0.031932773109243695,3433.3811628166586,True,27,574.7857713722624,True,322.18172832702595
0.07943869695834885,0.0,5904.485773993656,True,27,464.7916477872059,True,418.55932374230844
0.08064678885930995,0.0,338.5329011362046,True,27,421.92420846020633,True,318.8068682638308
0.07994122772779585,0.003766478342749529,3423.92506217584,True,27,606.2489320174791,True,382.2892028301095
0.08160741516891097,0.0,1593.078488484025,True,27,645.2730122754084,True,400.0235327403061
0.08054054278483334,0.0,1036.036790930666,True,27,742.9400498125082,True,439.3031892620705
0.08125294046063071,0.0,1216.6137710446492,True,27,477.27051090914756,True,335.8482824904578
0.08045099861063996,0.012048192771084338,1809.283517068252,True,27,496.0463966941461,True,317.10331432210904
0.0793941566576142,0.02443609022556391,7541.246244916692,True,27,553.8832052552607,True,343.005581509455
0.08133929138258289,0.0,1631.2246064189821,True,27,390.7571549255711,True,212.52868490536574
0.0798653708027481,0.0056925996204933585,2149.8993774876,True,27,435.7798555442555,True,262.06997473185
0.08006677357658239,0.02831858407079646,3681.7953770514578,True,27,687.8096814200815,True,468.58905809931457
0.08111519109380412,0.013084112149532711,1093.9454665058292,True,27,336.08143477301513,True,178.91367874108255
0.07963273040908984,0.012,429.7337978496216,True,27,493.11114659067243,True,275.21578278133853
0.07980381193818184,0.0,3437.5392091460526,True,27,799.6110234720012,True,456.8591661984101
0.08047600314286686,0.0018214936247723133,3772.1182839013636,True,27,608.5812322271522,True,308.7620178848738
0.08036272681193203,0.012750455373406194,1226.5207264572382,True,27,627.0413028541952,True,401.13774124377716
0.08052370235307069,0.0021551724137931034,1375.9001775179058,True,27,608.9130233740434,True,379.44534800660153
0.08084589159104855,0.0,1710.5601235525683,True,27,485.7626833021641,True,323.9480753274014
0.08042341479234029,0.0,4005.5224099196494,True,27,634.0382312690573,True,379.6934723101843
0.08044635447094915,0.0,3196.897800080478,True,27,536.663363998135,True,358.35111877307867
